"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2009-12-03T21:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",306.3,"bereinigt"
"2009-12-03T21:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.15,"bereinigt"
"2009-12-03T21:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.23,"bereinigt"
"2009-12-03T21:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",957.22,"bereinigt"
"2009-12-03T22:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",90.24,"bereinigt"
"2009-12-03T22:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-12-03T22:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",5.41,"bereinigt"
"2009-12-03T22:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",354.95,"bereinigt"
"2009-12-03T22:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.6,"bereinigt"
"2009-12-03T22:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.61,"bereinigt"
"2009-12-03T22:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",957.1,"bereinigt"
"2009-12-03T23:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",92.04,"bereinigt"
"2009-12-03T23:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-12-03T23:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",5.42,"bereinigt"
"2009-12-03T23:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",170.14,"bereinigt"
"2009-12-03T23:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.95,"bereinigt"
"2009-12-03T23:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.97,"bereinigt"
"2009-12-03T23:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",956.99,"bereinigt"
"2009-12-04T00:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",90.86,"bereinigt"
"2009-12-04T00:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-12-04T00:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",5.35,"bereinigt"
"2009-12-04T00:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",161.97,"bereinigt"
"2009-12-04T00:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",3.2,"bereinigt"
"2009-12-04T00:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",3.2,"bereinigt"
"2009-12-04T00:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",956.7,"bereinigt"
"2009-12-04T01:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",89.72,"bereinigt"
"2009-12-04T01:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",6.1,"bereinigt"
"2009-12-04T01:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",5.2,"bereinigt"
"2009-12-04T01:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",170.46,"bereinigt"
"2009-12-04T01:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",3.45,"bereinigt"
"2009-12-04T01:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",3.45,"bereinigt"
"2009-12-04T01:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",956.48,"bereinigt"
"2009-12-04T02:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",88.67,"bereinigt"
"2009-12-04T02:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",44.45,"bereinigt"
"2009-12-04T02:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.9,"bereinigt"
"2009-12-04T02:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",217.82,"bereinigt"
"2009-12-04T02:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.32,"bereinigt"
"2009-12-04T02:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.34,"bereinigt"
"2009-12-04T02:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",957.32,"bereinigt"
"2009-12-04T03:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",85.93,"bereinigt"
"2009-12-04T03:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",8.92,"bereinigt"
"2009-12-04T03:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.57,"bereinigt"
"2009-12-04T03:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",240.61,"bereinigt"
"2009-12-04T03:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.65,"bereinigt"
"2009-12-04T03:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.71,"bereinigt"
"2009-12-04T03:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",957.44,"bereinigt"
"2009-12-04T04:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",88.06,"bereinigt"
"2009-12-04T04:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-12-04T04:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.43,"bereinigt"
"2009-12-04T04:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",226.58,"bereinigt"
"2009-12-04T04:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.56,"bereinigt"
"2009-12-04T04:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.6,"bereinigt"
"2009-12-04T04:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",957.16,"bereinigt"
"2009-12-04T05:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",89.13,"bereinigt"
"2009-12-04T05:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-12-04T05:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.29,"bereinigt"
"2009-12-04T05:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",15.7,"bereinigt"
"2009-12-04T05:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.73,"bereinigt"
"2009-12-04T05:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.79,"bereinigt"
"2009-12-04T05:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",957.11,"bereinigt"
"2009-12-04T06:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",89.61,"bereinigt"
"2009-12-04T06:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-12-04T06:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",3.96,"bereinigt"
"2009-12-04T06:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",25.64,"bereinigt"
"2009-12-04T06:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.17,"bereinigt"
"2009-12-04T06:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.19,"bereinigt"
"2009-12-04T06:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",957.19,"bereinigt"
"2009-12-04T07:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",90.6,"bereinigt"
"2009-12-04T07:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-12-04T07:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",3.92,"bereinigt"
"2009-12-04T07:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",320.38,"bereinigt"
"2009-12-04T07:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.51,"bereinigt"
"2009-12-04T07:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.64,"bereinigt"
"2009-12-04T07:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",957.57,"bereinigt"
"2009-12-04T08:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",87.56,"bereinigt"
"2009-12-04T08:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-12-04T08:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",3.87,"bereinigt"
"2009-12-04T08:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",293.46,"bereinigt"
"2009-12-04T08:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.8,"bereinigt"
"2009-12-04T08:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.83,"bereinigt"
"2009-12-04T08:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",957.97,"bereinigt"
"2009-12-04T09:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",83.23,"bereinigt"
"2009-12-04T09:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-12-04T09:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",3.92,"bereinigt"
"2009-12-04T09:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",334.85,"bereinigt"
"2009-12-04T09:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.57,"bereinigt"
"2009-12-04T09:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.64,"bereinigt"
"2009-12-04T09:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",958.44,"bereinigt"
"2009-12-04T10:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",80.31,"bereinigt"
"2009-12-04T10:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-12-04T10:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.25,"bereinigt"
"2009-12-04T10:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",273.44,"bereinigt"
"2009-12-04T10:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.7,"bereinigt"
"2009-12-04T10:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.73,"bereinigt"
"2009-12-04T10:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",959.12,"bereinigt"
"2009-12-04T11:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",74.78,"bereinigt"
"2009-12-04T11:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-12-04T11:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.74,"bereinigt"
"2009-12-04T11:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",289.61,"bereinigt"
"2009-12-04T11:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.84,"bereinigt"
"2009-12-04T11:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.87,"bereinigt"
"2009-12-04T11:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",959.7,"bereinigt"
"2009-12-04T12:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",71.56,"bereinigt"
"2009-12-04T12:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-12-04T12:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",5.17,"bereinigt"
"2009-12-04T12:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",289.12,"bereinigt"
"2009-12-04T12:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1,"bereinigt"
"2009-12-04T12:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.06,"bereinigt"
"2009-12-04T12:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",960.03,"bereinigt"
"2009-12-04T13:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",69.43,"bereinigt"
"2009-12-04T13:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-12-04T13:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",5.5,"bereinigt"
"2009-12-04T13:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",281.21,"bereinigt"
"2009-12-04T13:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.95,"bereinigt"
"2009-12-04T13:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.01,"bereinigt"
"2009-12-04T13:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",960.48,"bereinigt"
"2009-12-04T14:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",66.42,"bereinigt"
"2009-12-04T14:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.02,"bereinigt"
"2009-12-04T14:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",5.88,"bereinigt"
"2009-12-04T14:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",NA,"bereinigt"
"2009-12-04T14:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",NA,"bereinigt"
"2009-12-04T14:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",NA,"bereinigt"
"2009-12-04T14:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",961.07,"bereinigt"
"2009-12-04T15:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",64.83,"bereinigt"
"2009-12-04T15:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-12-04T15:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",5.91,"bereinigt"
"2009-12-04T15:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",289.66,"bereinigt"
"2009-12-04T15:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.38,"bereinigt"
"2009-12-04T15:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.4,"bereinigt"
"2009-12-04T15:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",961.74,"bereinigt"
"2009-12-04T16:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",65.23,"bereinigt"
"2009-12-04T16:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-12-04T16:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",5.67,"bereinigt"
"2009-12-04T16:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",277.4,"bereinigt"
"2009-12-04T16:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.38,"bereinigt"
"2009-12-04T16:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.41,"bereinigt"
"2009-12-04T16:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",962.36,"bereinigt"
"2009-12-04T17:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",71,"bereinigt"
"2009-12-04T17:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-12-04T17:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.71,"bereinigt"
"2009-12-04T17:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",281.73,"bereinigt"
"2009-12-04T17:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.99,"bereinigt"
"2009-12-04T17:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.99,"bereinigt"
"2009-12-04T17:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",963.08,"bereinigt"
"2009-12-04T18:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",78.25,"bereinigt"
"2009-12-04T18:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-12-04T18:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",3.73,"bereinigt"
"2009-12-04T18:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",350.48,"bereinigt"
"2009-12-04T18:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.32,"bereinigt"
"2009-12-04T18:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.4,"bereinigt"
"2009-12-04T18:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",963.9,"bereinigt"
"2009-12-04T19:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",80.76,"bereinigt"
"2009-12-04T19:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-12-04T19:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",3.44,"bereinigt"
"2009-12-04T19:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",171.62,"bereinigt"
"2009-12-04T19:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.88,"bereinigt"
"2009-12-04T19:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.88,"bereinigt"
"2009-12-04T19:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",964.44,"bereinigt"
"2009-12-04T20:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",80.24,"bereinigt"
"2009-12-04T20:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-12-04T20:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",3.49,"bereinigt"
"2009-12-04T20:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",170.11,"bereinigt"
"2009-12-04T20:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.02,"bereinigt"
"2009-12-04T20:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.02,"bereinigt"
"2009-12-04T20:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",964.73,"bereinigt"
"2009-12-04T21:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",81.85,"bereinigt"
"2009-12-04T21:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-12-04T21:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",3.17,"bereinigt"
"2009-12-04T21:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",255.49,"bereinigt"
"2009-12-04T21:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.54,"bereinigt"
"2009-12-04T21:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.87,"bereinigt"
"2009-12-04T21:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",964.78,"bereinigt"
"2009-12-04T22:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",85.97,"bereinigt"
"2009-12-04T22:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-12-04T22:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",2.04,"bereinigt"
"2009-12-04T22:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",37.85,"bereinigt"
"2009-12-04T22:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.15,"bereinigt"
"2009-12-04T22:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.15,"bereinigt"
"2009-12-04T22:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",965.2,"bereinigt"
"2009-12-04T23:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",87.41,"bereinigt"
"2009-12-04T23:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-12-04T23:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",1.75,"bereinigt"
"2009-12-04T23:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",278.48,"bereinigt"
"2009-12-04T23:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.26,"bereinigt"
"2009-12-04T23:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.34,"bereinigt"
"2009-12-04T23:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",965.43,"bereinigt"
"2009-12-05T00:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",88.7,"bereinigt"
"2009-12-05T00:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-12-05T00:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",1.46,"bereinigt"
"2009-12-05T00:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",262.45,"bereinigt"
"2009-12-05T00:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.38,"bereinigt"
"2009-12-05T00:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.41,"bereinigt"
"2009-12-05T00:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",965.17,"bereinigt"
"2009-12-05T01:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",89.54,"bereinigt"
"2009-12-05T01:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-12-05T01:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",1.29,"bereinigt"
"2009-12-05T01:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",278.46,"bereinigt"
"2009-12-05T01:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.3,"bereinigt"
"2009-12-05T01:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.35,"bereinigt"
"2009-12-05T01:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",964.97,"bereinigt"
"2009-12-05T02:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",89.69,"bereinigt"
"2009-12-05T02:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-12-05T02:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",0.89,"bereinigt"
"2009-12-05T02:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",333.09,"bereinigt"
"2009-12-05T02:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.54,"bereinigt"
"2009-12-05T02:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.54,"bereinigt"
"2009-12-05T02:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",965.04,"bereinigt"
"2009-12-05T03:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",90.92,"bereinigt"
"2009-12-05T03:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-12-05T03:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",0.39,"bereinigt"
"2009-12-05T03:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",48.96,"bereinigt"
"2009-12-05T03:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.74,"bereinigt"
"2009-12-05T03:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.81,"bereinigt"
"2009-12-05T03:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",965.12,"bereinigt"
"2009-12-05T04:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",90.83,"bereinigt"
"2009-12-05T04:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-12-05T04:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",0.96,"bereinigt"
"2009-12-05T04:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",116.99,"bereinigt"
"2009-12-05T04:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.57,"bereinigt"
"2009-12-05T04:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.72,"bereinigt"
"2009-12-05T04:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",965.08,"bereinigt"
"2009-12-05T05:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",91.04,"bereinigt"
"2009-12-05T05:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-12-05T05:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",0.68,"bereinigt"
"2009-12-05T05:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",24.85,"bereinigt"
"2009-12-05T05:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.07,"bereinigt"
"2009-12-05T05:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.1,"bereinigt"
"2009-12-05T05:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",965.36,"bereinigt"
"2009-12-05T06:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",90.78,"bereinigt"
"2009-12-05T06:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-12-05T06:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",0.84,"bereinigt"
"2009-12-05T06:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",293.9,"bereinigt"
"2009-12-05T06:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.6,"bereinigt"
"2009-12-05T06:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.61,"bereinigt"
"2009-12-05T06:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",965.17,"bereinigt"
"2009-12-05T07:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",94.13,"bereinigt"
"2009-12-05T07:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-12-05T07:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",0.25,"bereinigt"
"2009-12-05T07:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",293.34,"bereinigt"
"2009-12-05T07:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.39,"bereinigt"
"2009-12-05T07:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.43,"bereinigt"
"2009-12-05T07:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",965.62,"bereinigt"
"2009-12-05T08:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",93.65,"bereinigt"
"2009-12-05T08:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-12-05T08:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",0.2,"bereinigt"
"2009-12-05T08:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",252.56,"bereinigt"
"2009-12-05T08:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.67,"bereinigt"
"2009-12-05T08:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.68,"bereinigt"
"2009-12-05T08:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",965.56,"bereinigt"
"2009-12-05T09:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",89.29,"bereinigt"
"2009-12-05T09:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-12-05T09:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",1.02,"bereinigt"
"2009-12-05T09:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",211.7,"bereinigt"
"2009-12-05T09:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.99,"bereinigt"
"2009-12-05T09:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.99,"bereinigt"
"2009-12-05T09:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",965.61,"bereinigt"
"2009-12-05T10:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",71.55,"bereinigt"
"2009-12-05T10:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-12-05T10:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",3.24,"bereinigt"
"2009-12-05T10:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",215.95,"bereinigt"
"2009-12-05T10:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.8,"bereinigt"
"2009-12-05T10:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.83,"bereinigt"
"2009-12-05T10:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",965.72,"bereinigt"
"2009-12-05T11:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",69.71,"bereinigt"
"2009-12-05T11:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
