"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2009-02-04T19:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",6.86,"bereinigt"
"2009-02-04T19:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",950.42,"bereinigt"
"2009-02-04T20:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",66.82,"bereinigt"
"2009-02-04T20:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",6.25,"bereinigt"
"2009-02-04T20:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",950.64,"bereinigt"
"2009-02-04T21:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",70.32,"bereinigt"
"2009-02-04T21:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",5.47,"bereinigt"
"2009-02-04T21:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",950.75,"bereinigt"
"2009-02-04T22:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",68.13,"bereinigt"
"2009-02-04T22:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",5.32,"bereinigt"
"2009-02-04T22:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",950.88,"bereinigt"
"2009-02-04T23:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",70.53,"bereinigt"
"2009-02-04T23:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.83,"bereinigt"
"2009-02-04T23:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",950.86,"bereinigt"
"2009-02-05T00:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",75.69,"bereinigt"
"2009-02-05T00:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",3.88,"bereinigt"
"2009-02-05T00:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",950.55,"bereinigt"
"2009-02-05T01:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",81.3,"bereinigt"
"2009-02-05T01:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",2.64,"bereinigt"
"2009-02-05T01:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",950.29,"bereinigt"
"2009-02-05T02:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",84.31,"bereinigt"
"2009-02-05T02:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",2.09,"bereinigt"
"2009-02-05T02:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",950.06,"bereinigt"
"2009-02-05T03:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",86.56,"bereinigt"
"2009-02-05T03:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",1.71,"bereinigt"
"2009-02-05T03:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",949.71,"bereinigt"
"2009-02-05T04:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",88.77,"bereinigt"
"2009-02-05T04:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",1.2,"bereinigt"
"2009-02-05T04:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",949.28,"bereinigt"
"2009-02-05T05:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",88.78,"bereinigt"
"2009-02-05T05:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",0.72,"bereinigt"
"2009-02-05T05:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",949.12,"bereinigt"
"2009-02-05T06:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",88.65,"bereinigt"
"2009-02-05T06:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",0.76,"bereinigt"
"2009-02-05T06:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",948.86,"bereinigt"
"2009-02-05T07:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",87.85,"bereinigt"
"2009-02-05T07:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",1.01,"bereinigt"
"2009-02-05T07:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",948.69,"bereinigt"
"2009-02-05T08:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",88.06,"bereinigt"
"2009-02-05T08:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",1.18,"bereinigt"
"2009-02-05T08:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",949.7,"bereinigt"
"2009-02-05T09:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",84.5,"bereinigt"
"2009-02-05T09:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",2,"bereinigt"
"2009-02-05T09:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",949.58,"bereinigt"
"2009-02-05T10:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",82.03,"bereinigt"
"2009-02-05T10:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",2.6,"bereinigt"
"2009-02-05T10:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",950.22,"bereinigt"
"2009-02-05T11:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",74.28,"bereinigt"
"2009-02-05T11:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.42,"bereinigt"
"2009-02-05T11:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",951.05,"bereinigt"
"2009-02-05T12:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",68.44,"bereinigt"
"2009-02-05T12:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",5.85,"bereinigt"
"2009-02-05T12:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",951.4,"bereinigt"
"2009-02-05T13:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",60.23,"bereinigt"
"2009-02-05T13:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",7.59,"bereinigt"
"2009-02-05T13:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",951.2,"bereinigt"
"2009-02-05T14:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",58.95,"bereinigt"
"2009-02-05T14:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",8.2,"bereinigt"
"2009-02-05T14:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",950.9,"bereinigt"
"2009-02-05T15:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",57.93,"bereinigt"
"2009-02-05T15:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",8.68,"bereinigt"
"2009-02-05T15:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",950.34,"bereinigt"
"2009-02-05T16:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",57.3,"bereinigt"
"2009-02-05T16:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",8.77,"bereinigt"
"2009-02-05T16:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",950.32,"bereinigt"
"2009-02-05T17:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",60.63,"bereinigt"
"2009-02-05T17:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",8.08,"bereinigt"
"2009-02-05T17:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",950.34,"bereinigt"
"2009-02-05T18:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",64.89,"bereinigt"
"2009-02-05T18:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",7.34,"bereinigt"
"2009-02-05T18:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",950.42,"bereinigt"
"2009-02-05T19:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",67.16,"bereinigt"
"2009-02-05T19:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",6.78,"bereinigt"
"2009-02-05T19:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",950.34,"bereinigt"
"2009-02-05T20:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",70.46,"bereinigt"
"2009-02-05T20:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",6.06,"bereinigt"
"2009-02-05T20:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",950.22,"bereinigt"
"2009-02-05T21:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",71.88,"bereinigt"
"2009-02-05T21:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",5.88,"bereinigt"
"2009-02-05T21:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",949.62,"bereinigt"
"2009-02-05T22:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",73.56,"bereinigt"
"2009-02-05T22:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",5.78,"bereinigt"
"2009-02-05T22:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",949.28,"bereinigt"
"2009-02-05T23:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",76.29,"bereinigt"
"2009-02-05T23:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",5.03,"bereinigt"
"2009-02-05T23:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",948.68,"bereinigt"
"2009-02-06T00:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",76.93,"bereinigt"
"2009-02-06T00:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.74,"bereinigt"
"2009-02-06T00:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",948.87,"bereinigt"
"2009-02-06T01:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",76.68,"bereinigt"
"2009-02-06T01:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.68,"bereinigt"
"2009-02-06T01:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",948.38,"bereinigt"
"2009-02-06T02:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",75.93,"bereinigt"
"2009-02-06T02:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.89,"bereinigt"
"2009-02-06T02:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",948.66,"bereinigt"
"2009-02-06T03:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",77.12,"bereinigt"
"2009-02-06T03:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.83,"bereinigt"
"2009-02-06T03:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",947.92,"bereinigt"
"2009-02-06T04:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",80.7,"bereinigt"
"2009-02-06T04:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.36,"bereinigt"
"2009-02-06T04:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",947.92,"bereinigt"
"2009-02-06T05:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",80.84,"bereinigt"
"2009-02-06T05:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.05,"bereinigt"
"2009-02-06T05:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",947.98,"bereinigt"
"2009-02-06T06:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",81.74,"bereinigt"
"2009-02-06T06:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",3.89,"bereinigt"
"2009-02-06T06:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",947.52,"bereinigt"
"2009-02-06T07:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",83.82,"bereinigt"
"2009-02-06T07:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",3.75,"bereinigt"
"2009-02-06T07:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",946.95,"bereinigt"
"2009-02-06T08:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",84.51,"bereinigt"
"2009-02-06T08:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",3.63,"bereinigt"
"2009-02-06T08:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",946.54,"bereinigt"
"2009-02-06T09:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",84.31,"bereinigt"
"2009-02-06T09:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",3.78,"bereinigt"
"2009-02-06T09:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",946.37,"bereinigt"
"2009-02-06T10:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",80.96,"bereinigt"
"2009-02-06T10:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.22,"bereinigt"
"2009-02-06T10:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",946.37,"bereinigt"
"2009-02-06T11:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",76.56,"bereinigt"
"2009-02-06T11:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.98,"bereinigt"
"2009-02-06T11:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",945.92,"bereinigt"
"2009-02-06T12:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",71.58,"bereinigt"
"2009-02-06T12:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",6.08,"bereinigt"
"2009-02-06T12:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",945.22,"bereinigt"
"2009-02-06T13:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",62.95,"bereinigt"
"2009-02-06T13:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",7.32,"bereinigt"
"2009-02-06T13:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",944.48,"bereinigt"
"2009-02-06T14:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",59.34,"bereinigt"
"2009-02-06T14:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",8.42,"bereinigt"
"2009-02-06T14:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",943.58,"bereinigt"
"2009-02-06T15:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",56.79,"bereinigt"
"2009-02-06T15:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",8.78,"bereinigt"
"2009-02-06T15:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",943.31,"bereinigt"
"2009-02-06T16:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",57.05,"bereinigt"
"2009-02-06T16:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",8.46,"bereinigt"
"2009-02-06T16:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",943.1,"bereinigt"
"2009-02-06T17:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",63.4,"bereinigt"
"2009-02-06T17:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",7.72,"bereinigt"
"2009-02-06T17:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",942.56,"bereinigt"
"2009-02-06T18:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",65.68,"bereinigt"
"2009-02-06T18:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",6.91,"bereinigt"
"2009-02-06T18:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",942.12,"bereinigt"
"2009-02-06T19:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",64.98,"bereinigt"
"2009-02-06T19:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",6.58,"bereinigt"
"2009-02-06T19:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",941.66,"bereinigt"
"2009-02-06T20:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",64.64,"bereinigt"
"2009-02-06T20:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",6.19,"bereinigt"
"2009-02-06T20:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",941.03,"bereinigt"
"2009-02-06T21:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",69.05,"bereinigt"
"2009-02-06T21:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",5.46,"bereinigt"
"2009-02-06T21:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",940.82,"bereinigt"
"2009-02-06T22:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",73.4,"bereinigt"
"2009-02-06T22:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.43,"bereinigt"
"2009-02-06T22:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",940.82,"bereinigt"
"2009-02-06T23:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",74.28,"bereinigt"
"2009-02-06T23:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.2,"bereinigt"
"2009-02-06T23:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",941.32,"bereinigt"
"2009-02-07T00:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",73.95,"bereinigt"
"2009-02-07T00:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.26,"bereinigt"
"2009-02-07T00:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",941.57,"bereinigt"
"2009-02-07T01:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",74.8,"bereinigt"
"2009-02-07T01:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.36,"bereinigt"
"2009-02-07T01:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",941.26,"bereinigt"
"2009-02-07T02:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",75.16,"bereinigt"
"2009-02-07T02:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.2,"bereinigt"
"2009-02-07T02:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",940.79,"bereinigt"
"2009-02-07T03:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",78.55,"bereinigt"
"2009-02-07T03:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.23,"bereinigt"
"2009-02-07T03:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",940.42,"bereinigt"
"2009-02-07T04:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",82.57,"bereinigt"
"2009-02-07T04:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",3.87,"bereinigt"
"2009-02-07T04:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",940.15,"bereinigt"
"2009-02-07T05:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",81.54,"bereinigt"
"2009-02-07T05:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",3.84,"bereinigt"
"2009-02-07T05:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",940,"bereinigt"
"2009-02-07T06:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",82,"bereinigt"
"2009-02-07T06:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.12,"bereinigt"
"2009-02-07T06:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",939.97,"bereinigt"
"2009-02-07T07:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",85.34,"bereinigt"
"2009-02-07T07:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.05,"bereinigt"
"2009-02-07T07:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",940.11,"bereinigt"
"2009-02-07T08:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",87,"bereinigt"
"2009-02-07T08:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",3.91,"bereinigt"
"2009-02-07T08:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",940.34,"bereinigt"
"2009-02-07T09:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",83.68,"bereinigt"
"2009-02-07T09:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.02,"bereinigt"
"2009-02-07T09:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",940.42,"bereinigt"
"2009-02-07T10:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",81.22,"bereinigt"
"2009-02-07T10:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.32,"bereinigt"
"2009-02-07T10:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",940.73,"bereinigt"
"2009-02-07T11:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",78.75,"bereinigt"
"2009-02-07T11:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.46,"bereinigt"
"2009-02-07T11:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",941.03,"bereinigt"
"2009-02-07T12:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",77.67,"bereinigt"
"2009-02-07T12:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.62,"bereinigt"
"2009-02-07T12:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",940.99,"bereinigt"
"2009-02-07T13:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",76.55,"bereinigt"
"2009-02-07T13:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.88,"bereinigt"
"2009-02-07T13:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",940.86,"bereinigt"
"2009-02-07T14:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",75.05,"bereinigt"
"2009-02-07T14:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",5.1,"bereinigt"
"2009-02-07T14:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",940.79,"bereinigt"
"2009-02-07T15:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",79.38,"bereinigt"
"2009-02-07T15:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.83,"bereinigt"
"2009-02-07T15:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",941.38,"bereinigt"
"2009-02-07T16:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",82.36,"bereinigt"
"2009-02-07T16:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.2,"bereinigt"
"2009-02-07T16:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",941.86,"bereinigt"
"2009-02-07T17:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",86.06,"bereinigt"
"2009-02-07T17:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",3.79,"bereinigt"
"2009-02-07T17:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",942.56,"bereinigt"
"2009-02-07T18:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",87.82,"bereinigt"
"2009-02-07T18:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",3.56,"bereinigt"
"2009-02-07T18:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",943.18,"bereinigt"
"2009-02-07T19:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",89.81,"bereinigt"
"2009-02-07T19:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",3.52,"bereinigt"
"2009-02-07T19:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",943.73,"bereinigt"
"2009-02-07T20:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",90.68,"bereinigt"
"2009-02-07T20:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",3.21,"bereinigt"
"2009-02-07T20:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",944.4,"bereinigt"
"2009-02-07T21:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",90.85,"bereinigt"
"2009-02-07T21:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",2.92,"bereinigt"
"2009-02-07T21:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",945.02,"bereinigt"
"2009-02-07T22:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",89.97,"bereinigt"
"2009-02-07T22:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",2.58,"bereinigt"
"2009-02-07T22:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",945.53,"bereinigt"
"2009-02-07T23:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",90.69,"bereinigt"
"2009-02-07T23:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",2.28,"bereinigt"
"2009-02-07T23:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",946.22,"bereinigt"
"2009-02-08T00:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",91.97,"bereinigt"
"2009-02-08T00:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",1.71,"bereinigt"
"2009-02-08T00:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",946.64,"bereinigt"
"2009-02-08T01:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",93.37,"bereinigt"
"2009-02-08T01:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",1.37,"bereinigt"
"2009-02-08T01:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",947,"bereinigt"
"2009-02-08T02:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",94.29,"bereinigt"
"2009-02-08T02:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",1.01,"bereinigt"
"2009-02-08T02:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",947.62,"bereinigt"
"2009-02-08T03:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",94.37,"bereinigt"
"2009-02-08T03:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",0.83,"bereinigt"
"2009-02-08T03:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",947.94,"bereinigt"
"2009-02-08T04:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",94.52,"bereinigt"
"2009-02-08T04:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",0.83,"bereinigt"
"2009-02-08T04:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",948.55,"bereinigt"
"2009-02-08T05:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",94.69,"bereinigt"
"2009-02-08T05:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",0.83,"bereinigt"
"2009-02-08T05:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",949.34,"bereinigt"
"2009-02-08T06:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",95.06,"bereinigt"
"2009-02-08T06:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",0.82,"bereinigt"
"2009-02-08T06:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",950.12,"bereinigt"
"2009-02-08T07:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",95.15,"bereinigt"
"2009-02-08T07:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",0.82,"bereinigt"
"2009-02-08T07:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",951.26,"bereinigt"
"2009-02-08T08:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",95.17,"bereinigt"
"2009-02-08T08:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",0.66,"bereinigt"
"2009-02-08T08:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",952.51,"bereinigt"
"2009-02-08T09:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",95.1,"bereinigt"
"2009-02-08T09:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",0.92,"bereinigt"
"2009-02-08T09:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",953.59,"bereinigt"
"2009-02-08T10:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",94.8,"bereinigt"
"2009-02-08T10:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",0.94,"bereinigt"
"2009-02-08T10:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",954.52,"bereinigt"
"2009-02-08T11:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",92.62,"bereinigt"
"2009-02-08T11:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",1.19,"bereinigt"
